,Производитель,Модель,Ширина,Профиль,"Диаметр, R",Индекс скорости,Индекс нагрузки,Цена,Производитель_числ,Индекс скорости_числ
2369,Yokohama,iceGUARD G075,265.0,60.0,18.0,Q,110.0,14666.0,7.0,9.0
2370,Yokohama,iceGUARD G075,265.0,65.0,17.0,Q,112.0,14407.0,7.0,9.0
2371,Yokohama,iceGUARD G075,225.0,65.0,18.0,Q,103.0,13900.0,7.0,9.0
2372,Yokohama,BluEarth Winter V905,235.0,45.0,19.0,V,99.0,27274.0,7.0,2.0
2373,Firestone,ICE CRUISER 7,185.0,65.0,15.0,T,88.0,3850.0,35.0,5.0
2374,Goodyear,Ultra Grip Ice 2,235.0,55.0,17.0,T,103.0,15590.0,10.0,5.0
2375,Goodyear,Ultra Grip Ice 2,245.0,45.0,18.0,T,100.0,16270.0,10.0,5.0
2376,Goodyear,Ultra Grip Ice 2,245.0,45.0,17.0,T,99.0,18560.0,10.0,5.0
2377,Goodyear,Ultra Grip Ice 2,225.0,60.0,16.0,T,102.0,12570.0,10.0,5.0
2378,Goodyear,UltraGrip Performance 8,285.0,45.0,20.0,V,112.0,25860.0,10.0,2.0
2379,Goodyear,UltraGrip Performance 8,255.0,60.0,18.0,H,108.0,18380.0,10.0,0.0
2380,Goodyear,Ultra Grip Ice Arctic SUV,245.0,65.0,17.0,T,111.0,18550.0,10.0,5.0
2381,Goodyear,Ultra Grip Ice Arctic SUV,255.0,65.0,17.0,T,110.0,21170.0,10.0,5.0
2382,Goodyear,Ultra Grip Ice Arctic SUV,235.0,60.0,17.0,T,106.0,15670.0,10.0,5.0
2383,Goodyear,UltraGrip RunFlat,255.0,50.0,19.0,V,107.0,28140.0,10.0,2.0
2384,BFGoodrich,G Force Stud,185.0,65.0,14.0,Q,86.0,5100.0,17.0,9.0
2385,BFGoodrich,G Force Stud,225.0,45.0,17.0,Q,94.0,10590.0,17.0,9.0
2386,BFGoodrich,G Force Stud,205.0,60.0,16.0,Q,96.0,7410.0,17.0,9.0
2387,BFGoodrich,G Force Stud,225.0,55.0,16.0,Q,99.0,9240.0,17.0,9.0
2388,BFGoodrich,G Force Stud,225.0,50.0,17.0,Q,98.0,10170.0,17.0,9.0
2389,Goodyear,Ultra Grip Ice 2,215.0,45.0,17.0,T,91.0,14030.0,10.0,5.0
2390,Goodyear,Ultra Grip Ice 2,205.0,65.0,15.0,T,99.0,7430.0,10.0,5.0
2391,Yokohama,BluEarth Winter V905,275.0,40.0,20.0,V,106.0,21010.0,7.0,2.0
2392,Yokohama,BluEarth Winter V905,265.0,65.0,17.0,T,112.0,15430.0,7.0,5.0
2393,Nexen,WINGUARD Sport2 SUV,225.0,55.0,18.0,V,102.0,11947.0,12.0,2.0
2394,Nexen,WINGUARD Sport2 SUV,235.0,60.0,17.0,H,106.0,12870.0,12.0,0.0
2395,Nexen,WINGUARD Sport2 SUV,235.0,70.0,16.0,T,106.0,11570.0,12.0,5.0
2396,Nexen,WINGUARD Winspike 3,205.0,60.0,16.0,T,96.0,6630.0,12.0,5.0
2397,Nexen,WINGUARD Winspike 3,225.0,50.0,17.0,T,98.0,8456.0,12.0,5.0
2398,Nexen,WINGUARD Sport2,245.0,40.0,19.0,V,98.0,19110.0,12.0,2.0
2399,Nexen,WINGUARD ice Plus,175.0,70.0,14.0,T,88.0,4940.0,12.0,5.0
2400,Kumho,I Zen KW31,205.0,60.0,16.0,R,96.0,5530.0,30.0,8.0
2401,Goodyear,Ultra Grip Ice Arctic SUV,225.0,55.0,18.0,T,102.0,18723.0,10.0,5.0
2402,Yokohama,iceGUARD IG65,255.0,55.0,19.0,T,111.0,17550.0,7.0,5.0
2403,Yokohama,iceGUARD IG65,275.0,50.0,20.0,T,113.0,19480.0,7.0,5.0
2404,Yokohama,BluEarth Winter V905,275.0,40.0,21.0,W,107.0,22590.0,7.0,6.0
2405,Yokohama,BluEarth Winter V905,315.0,35.0,21.0,W,111.0,29380.0,7.0,6.0
2406,Roadstone,Winguard Sport,215.0,60.0,17.0,H,96.0,7650.0,38.0,0.0
2407,Dunlop,Winter Maxx SJ8,265.0,55.0,20.0,R,113.0,19860.0,14.0,8.0
2408,BFGoodrich,G Force Stud,215.0,65.0,16.0,Q,102.0,8100.0,17.0,9.0
2409,Bridgestone,Blizzak Spike-02,215.0,55.0,16.0,T,93.0,11012.0,16.0,5.0
2410,Gislaved,Nord Frost 200 ID,225.0,55.0,17.0,T,101.0,11410.0,31.0,5.0
2411,Gislaved,Nord Frost 200 SUV ID,265.0,65.0,17.0,T,116.0,12970.0,31.0,5.0
2412,Matador,MP30 Sibir Ice 2 SUV,225.0,75.0,16.0,T,108.0,10070.0,5.0,5.0
2413,Toyo,OBG3S,315.0,35.0,20.0,T,106.0,27716.0,34.0,5.0
2414,Toyo,OBG3S,275.0,40.0,22.0,T,107.0,36023.0,34.0,5.0
2415,Nexen,WINGUARD WinSpike SUV,245.0,75.0,16.0,Q,120.0,14105.0,12.0,9.0
2416,Nankang,SV1,245.0,45.0,17.0,T,99.0,8290.0,33.0,5.0
2417,Tigar,Winter 1,175.0,70.0,13.0,T,82.0,4510.0,21.0,5.0
2418,Yokohama,Geolandar I/T-S G073,295.0,45.0,20.0,Q,114.0,34420.0,7.0,9.0
2419,Yokohama,Geolandar I/T-S G073,215.0,60.0,17.0,Q,96.0,11270.0,7.0,9.0
2420,Yokohama,Geolandar I/T-S G073,215.0,65.0,16.0,Q,98.0,8663.0,7.0,9.0
2421,Yokohama,Geolandar I/T-S G073,245.0,60.0,20.0,Q,107.0,35750.0,7.0,9.0
2422,Goodyear,Ultra Grip Ice Arctic SUV,225.0,55.0,18.0,T,102.0,18723.0,10.0,5.0
2423,Kumho,I Zen KW31,205.0,60.0,16.0,R,96.0,5530.0,30.0,8.0
2424,Nexen,WINGUARD ice Plus,175.0,70.0,14.0,T,88.0,4940.0,12.0,5.0
2425,Roadstone,Winguard Winspike,195.0,70.0,15.0,R,104.0,7710.0,38.0,8.0
2426,Yokohama,iceGUARD IG60,215.0,55.0,16.0,Q,93.0,9350.0,7.0,9.0
2427,Yokohama,iceGUARD IG60,205.0,40.0,17.0,Q,80.0,16445.0,7.0,9.0
2428,Yokohama,iceGUARD IG60,215.0,55.0,18.0,Q,99.0,17654.0,7.0,9.0
2429,Triangle,TW401,215.0,55.0,18.0,V,99.0,9230.0,36.0,2.0
2430,Ling,Long Green-Max Winter Ice I-15,175.0,65.0,14.0,T,86.0,3410.0,24.0,5.0
2431,Yokohama,iceGUARD IG65,235.0,55.0,19.0,T,105.0,15030.0,7.0,5.0
2432,Yokohama,iceGUARD IG65,245.0,40.0,19.0,T,98.0,19220.0,7.0,5.0
2433,Toyo,OBGS 5,255.0,55.0,19.0,Q,111.0,17680.0,34.0,9.0
2434,Matador,MP30 Sibir Ice 2,225.0,45.0,17.0,T,94.0,8320.0,5.0,5.0
2435,Matador,MP30 Sibir Ice 2 SUV,235.0,65.0,17.0,T,108.0,8030.0,5.0,5.0
2436,Gislaved,Nord Frost VAN 2 SD,195.0,60.0,16.0,T,99.0,10381.0,31.0,5.0
2437,Yokohama,iceGUARD IG65,205.0,55.0,16.0,T,94.0,7556.0,7.0,5.0
2438,Nokian,Tyres WR D4,185.0,65.0,15.0,T,88.0,7860.0,23.0,5.0
2439,Nokian,Tyres WR Snowproof,175.0,70.0,14.0,T,84.0,7140.0,23.0,5.0
2440,Nokian,Tyres WR Snowproof,185.0,70.0,14.0,T,88.0,8250.0,23.0,5.0
2441,Nokian,Tyres WR Snowproof,175.0,65.0,15.0,T,84.0,8270.0,23.0,5.0
2442,Nokian,Tyres WR Snowproof,185.0,65.0,15.0,T,88.0,8090.0,23.0,5.0
2443,Nokian,Tyres WR Snowproof,185.0,55.0,15.0,T,82.0,10190.0,23.0,5.0
2444,Nokian,Tyres WR Snowproof,195.0,65.0,15.0,H,91.0,8590.0,23.0,0.0
2445,Nokian,Tyres WR Snowproof,195.0,65.0,15.0,T,91.0,8590.0,23.0,5.0
2446,Nokian,Tyres WR Snowproof,205.0,65.0,15.0,T,94.0,11590.0,23.0,5.0
2447,Nokian,Tyres WR Snowproof,205.0,60.0,15.0,H,91.0,11020.0,23.0,0.0
2448,Nokian,Tyres WR Snowproof,195.0,55.0,16.0,H,87.0,12250.0,23.0,0.0
2449,Nokian,Tyres WR Snowproof,195.0,50.0,16.0,H,88.0,11140.0,23.0,0.0
2450,Nokian,Tyres WR Snowproof,205.0,60.0,16.0,H,96.0,13000.0,23.0,0.0
2451,Nokian,Tyres WR Snowproof,215.0,55.0,17.0,H,98.0,18320.0,23.0,0.0
2452,Nokian,Tyres WR Snowproof,225.0,45.0,17.0,H,94.0,18500.0,23.0,0.0
2453,Nokian,Tyres WR Snowproof P,215.0,55.0,17.0,V,98.0,18320.0,23.0,2.0
2454,Nokian,Tyres WR Snowproof P,255.0,35.0,19.0,V,96.0,27390.0,23.0,2.0
2455,Nokian,Tyres WR Snowproof P,255.0,40.0,19.0,V,100.0,26500.0,23.0,2.0
2456,Nokian,Tyres WR Snowproof P,225.0,50.0,18.0,V,99.0,22580.0,23.0,2.0
2457,BFGoodrich,G Force Winter 2 SUV,235.0,50.0,19.0,V,103.0,17380.0,17.0,2.0
2458,Tigar,Winter SUV,255.0,55.0,19.0,V,111.0,12640.0,21.0,2.0
2459,BFGoodrich,G Force Winter 2 SUV,215.0,70.0,16.0,H,100.0,10990.0,17.0,0.0
2460,Pirelli,P ZERO Winter,255.0,35.0,19.0,V,96.0,30650.0,29.0,2.0
2461,Michelin,X-Ice North 4 SUV,255.0,40.0,22.0,T,103.0,42031.0,19.0,5.0
2462,Michelin,X-Ice Snow SUV,265.0,65.0,18.0,T,114.0,18550.0,19.0,5.0
2463,Michelin,X-Ice North 4,215.0,50.0,18.0,T,92.0,19986.0,19.0,5.0
2464,Michelin,X-Ice Snow,185.0,65.0,14.0,T,90.0,6610.0,19.0,5.0
2465,Michelin,Pilot Alpin 5,245.0,45.0,17.0,H,99.0,21280.0,19.0,0.0
2466,Michelin,Pilot Alpin 5,255.0,35.0,19.0,V,96.0,26060.0,19.0,2.0
2467,Michelin,X-Ice Snow SUV,285.0,45.0,20.0,H,112.0,23190.0,19.0,0.0
2468,Michelin,X-Ice Snow,215.0,50.0,18.0,H,92.0,15690.0,19.0,0.0
2469,Michelin,Pilot Alpin 5 SUV,275.0,50.0,20.0,V,113.0,31060.0,19.0,2.0
2470,Pirelli,Winter Sotto Zero Serie III,245.0,40.0,19.0,V,94.0,31510.0,29.0,2.0
2471,Pirelli,Cinturato Winter 2,225.0,45.0,18.0,V,95.0,21140.0,29.0,2.0
2472,Pirelli,Winter Sotto Zero Serie III,255.0,50.0,18.0,V,106.0,31790.0,29.0,2.0
2473,Nokian,Tyres Hakkapeliitta 10p,175.0,65.0,14.0,T,86.0,7980.0,23.0,5.0
2474,Nokian,Tyres Nordman 8,225.0,40.0,18.0,T,92.0,15160.0,23.0,5.0
2475,Nokian,Tyres Hakkapeliitta 10p,225.0,45.0,17.0,T,94.0,19960.0,23.0,5.0
2476,Nokian,Tyres Hakkapeliitta 10p,225.0,50.0,18.0,T,99.0,23629.0,23.0,5.0
2477,Nokian,Tyres Nordman 8,225.0,55.0,16.0,T,99.0,11880.0,23.0,5.0
2478,Nokian,Tyres Nordman 8 SUV,225.0,55.0,18.0,T,102.0,17088.0,23.0,5.0
2479,Nokian,Tyres Nordman 8,245.0,45.0,17.0,T,99.0,16100.0,23.0,5.0
2480,Nokian,Tyres Hakkapeliitta 10p,235.0,50.0,17.0,T,100.0,24705.0,23.0,5.0
2481,Nokian,Tyres Hakkapeliitta 10 EV,255.0,50.0,20.0,T,109.0,29130.0,23.0,5.0
2482,Nokian,Tyres Hakkapeliitta R5 SUV,275.0,50.0,21.0,R,113.0,29549.0,23.0,8.0
2483,Roadstone,Winguard Winspike,255.0,55.0,18.0,T,109.0,9350.0,38.0,5.0
2484,Doublestar,DW02,215.0,70.0,15.0,S,98.0,6140.0,22.0,7.0
2485,Pirelli,Winter Ice Zero,245.0,55.0,19.0,T,107.0,15320.0,29.0,5.0
2486,Goodyear,Ultra Grip Ice Arctic SUV,255.0,50.0,20.0,T,109.0,14100.0,10.0,5.0
2487,Dunlop,Winter Maxx SJ8,235.0,55.0,20.0,R,102.0,17840.0,14.0,8.0
2488,Habilead,AW33,275.0,40.0,20.0,H,106.0,10350.0,1.0,0.0
2489,Bridgestone,Blizzak VRX,175.0,70.0,14.0,S,84.0,5720.0,16.0,7.0
2490,Viatti,Vettore Brina зима (V-525),215.0,65.0,15.0,R,104.0,7630.0,20.0,8.0
2491,Nokian,Tyres Nordman 7,225.0,60.0,16.0,T,102.0,10495.0,23.0,5.0
2492,Yokohama,iceGUARD IG65,215.0,60.0,17.0,T,100.0,13410.0,7.0,5.0
2493,Kumho,Wintercraft Ice WI31,175.0,65.0,15.0,T,88.0,5640.0,30.0,5.0
2494,Kumho,Wintercraft Ice WI31,215.0,65.0,15.0,T,96.0,7850.0,30.0,5.0
2495,Nexen,WINGUARD WinSpike WH62,225.0,60.0,16.0,T,102.0,8680.0,12.0,5.0
2496,Nexen,WINGUARD WinSpike WS62,235.0,55.0,19.0,T,105.0,12630.0,12.0,5.0
2497,Bridgestone,Blizzak Spike-02 SUV,255.0,50.0,19.0,T,107.0,19770.0,16.0,5.0
2498,Pirelli,Scorpion Winter,265.0,45.0,20.0,V,104.0,25240.0,29.0,2.0
2499,Dunlop,SP Winter Ice 02,175.0,70.0,14.0,T,84.0,4410.0,14.0,5.0
2500,Dunlop,Winter Maxx WM02,215.0,55.0,17.0,T,94.0,13290.0,14.0,5.0
2501,Michelin,X-Ice North 4 SUV,235.0,65.0,17.0,T,108.0,16480.0,19.0,5.0
2502,Michelin,Agilis X-Ice North,215.0,75.0,16.0,R,116.0,16920.0,19.0,8.0
2503,Pirelli,Winter Sotto Zero Serie III Run Flat,275.0,40.0,20.0,V,106.0,53740.0,29.0,2.0
2504,Pirelli,Winter Sotto Zero Serie III,245.0,40.0,18.0,V,97.0,23690.0,29.0,2.0
2505,Pirelli,Winter Sotto Zero Serie III Run Flat,215.0,60.0,18.0,H,98.0,27170.0,29.0,0.0
2506,Pirelli,Winter Sotto Zero Serie III Run Flat,275.0,40.0,18.0,V,103.0,60290.0,29.0,2.0
2507,Nokian,Tyres Hakkapeliitta LT3,275.0,65.0,18.0,Q,123.0,23060.0,23.0,9.0
2508,Michelin,Pilot Alpin 5,245.0,45.0,18.0,V,100.0,19460.0,19.0,2.0
2509,Pirelli,Winter Cinturato,215.0,60.0,17.0,T,96.0,10770.0,29.0,5.0
2510,Michelin,Alpin A4 Run Flat,225.0,50.0,17.0,H,94.0,18260.0,19.0,0.0
2511,Michelin,X-Ice North 4,225.0,55.0,16.0,T,99.0,13950.0,19.0,5.0
2512,Michelin,X-Ice North 4,235.0,50.0,17.0,T,100.0,19150.0,19.0,5.0
2513,Michelin,Agilis X-Ice North,215.0,75.0,16.0,R,116.0,16920.0,19.0,8.0
2514,Michelin,X-Ice North 4,225.0,55.0,16.0,T,99.0,13950.0,19.0,5.0
2515,Michelin,X-Ice North 4,235.0,50.0,17.0,T,100.0,19150.0,19.0,5.0
2516,Michelin,Alpin 6,205.0,55.0,17.0,V,95.0,18030.0,19.0,2.0
2517,Michelin,X-Ice 3 Run Flat,225.0,50.0,18.0,H,95.0,20110.0,19.0,0.0
2518,Michelin,X-Ice North 4,215.0,55.0,16.0,T,97.0,11480.0,19.0,5.0
2519,Michelin,X-Ice North 4,265.0,40.0,19.0,H,102.0,32613.0,19.0,0.0
2520,Michelin,Alpin 6,225.0,50.0,17.0,V,98.0,16190.0,19.0,2.0
2521,Michelin,Pilot Alpin 5 SUV,255.0,55.0,19.0,V,111.0,27470.0,19.0,2.0
2522,Michelin,Pilot Alpin 5 SUV,275.0,50.0,19.0,V,112.0,34140.0,19.0,2.0
2523,Michelin,Pilot Alpin 5 SUV Run Flat,225.0,60.0,18.0,H,104.0,23320.0,19.0,0.0
2524,Michelin,Alpin 6,205.0,50.0,17.0,V,93.0,14540.0,19.0,2.0
2525,Michelin,Alpin 6,215.0,50.0,17.0,V,95.0,16400.0,19.0,2.0
2526,Michelin,Pilot Alpin 5,225.0,45.0,18.0,V,95.0,18530.0,19.0,2.0
2527,Michelin,Pilot Alpin 5,255.0,40.0,19.0,V,100.0,25520.0,19.0,2.0
2528,Michelin,Pilot Alpin 5 SUV,295.0,35.0,21.0,V,107.0,36310.0,19.0,2.0
2529,Michelin,X-Ice North 4,215.0,55.0,18.0,T,99.0,19490.0,19.0,5.0
2530,Michelin,X-Ice North 4,225.0,55.0,18.0,T,102.0,19690.0,19.0,5.0
2531,Pirelli,Ice Zero Friction,205.0,55.0,17.0,T,95.0,8670.0,29.0,5.0
2532,Pirelli,Scorpion Ice Zero 2,255.0,50.0,20.0,H,109.0,22470.0,29.0,0.0
2533,Pirelli,Scorpion Winter Run Flat,265.0,50.0,19.0,H,110.0,33300.0,29.0,0.0
2534,Pirelli,P ZERO Winter,285.0,40.0,19.0,V,107.0,41780.0,29.0,2.0
2535,Pirelli,P ZERO Winter,255.0,45.0,19.0,V,104.0,38410.0,29.0,2.0
2536,Pirelli,Scorpion Winter,235.0,55.0,19.0,H,101.0,19980.0,29.0,0.0
2537,Pirelli,Winter Sotto Zero Serie III Run Flat,255.0,40.0,18.0,V,99.0,41240.0,29.0,2.0
2538,Pirelli,Winter Sotto Zero Serie III,215.0,55.0,17.0,H,98.0,10700.0,29.0,0.0
2539,Pirelli,Winter Sotto Zero Serie III Run Flat,205.0,60.0,16.0,H,96.0,16320.0,29.0,0.0
2540,Michelin,X-Ice Snow,195.0,60.0,15.0,H,92.0,7120.0,19.0,0.0
2541,Michelin,X-Ice Snow,185.0,60.0,15.0,H,88.0,7540.0,19.0,0.0
2542,Michelin,X-Ice Snow,215.0,60.0,16.0,H,99.0,10980.0,19.0,0.0
2543,Michelin,X-Ice Snow,225.0,55.0,17.0,H,101.0,14560.0,19.0,0.0
2544,Michelin,X-Ice Snow,235.0,45.0,17.0,H,97.0,15620.0,19.0,0.0
2545,Michelin,X-Ice Snow,225.0,45.0,18.0,H,95.0,18360.0,19.0,0.0
2546,Michelin,X-Ice Snow,245.0,45.0,18.0,H,100.0,22035.0,19.0,0.0
2547,Michelin,X-Ice Snow,225.0,55.0,18.0,H,102.0,16900.0,19.0,0.0
2548,Michelin,X-Ice Snow,225.0,40.0,19.0,H,93.0,19680.0,19.0,0.0
2549,Michelin,X-Ice Snow,245.0,45.0,19.0,H,102.0,19200.0,19.0,0.0
2550,Michelin,X-Ice Snow,165.0,70.0,14.0,T,85.0,6500.0,19.0,5.0
2551,Michelin,X-Ice Snow,175.0,65.0,15.0,T,88.0,7220.0,19.0,5.0
2552,Michelin,X-Ice Snow,205.0,65.0,16.0,T,99.0,10450.0,19.0,5.0
2553,Nokian,Tyres Nordman 8 SUV,285.0,60.0,18.0,T,116.0,16210.0,23.0,5.0
2554,Goodyear,UltraGrip Arctic 2,195.0,55.0,16.0,T,91.0,12030.0,10.0,5.0
2555,Pirelli,Scorpion Ice Zero 2,265.0,60.0,18.0,T,114.0,16390.0,29.0,5.0
2556,Michelin,X-Ice North 4 SUV,225.0,60.0,18.0,T,104.0,19760.0,19.0,5.0
2557,Michelin,X-Ice North 4 SUV,235.0,65.0,18.0,T,110.0,18890.0,19.0,5.0
2558,Michelin,X-Ice North 4,245.0,40.0,20.0,T,99.0,26010.0,19.0,5.0
2559,Michelin,X-Ice North 4,255.0,35.0,20.0,H,97.0,26960.0,19.0,0.0
2560,Pirelli,Ice Zero Friction,205.0,55.0,17.0,T,95.0,8670.0,29.0,5.0
2561,Pirelli,Scorpion Ice Zero 2,255.0,50.0,20.0,H,109.0,22470.0,29.0,0.0
2562,Hankook,Winter i cept evo3 W330,235.0,40.0,18.0,V,95.0,17410.0,6.0,2.0
2563,Hankook,Winter i cept evo3 W330,265.0,40.0,18.0,V,101.0,23050.0,6.0,2.0
2564,Hankook,Winter i cept evo3 W330,285.0,35.0,20.0,W,104.0,22200.0,6.0,6.0
2565,Hankook,Winter i cept evo3 W330A,255.0,55.0,19.0,V,111.0,18640.0,6.0,2.0
2566,Hankook,Winter i cept LV RW12,215.0,60.0,16.0,T,103.0,12270.0,6.0,5.0
2567,Viatti,Bosco зима (V-526),265.0,60.0,18.0,T,110.0,8600.0,20.0,5.0
2568,Hankook,Winter i Pike RS2 W429,225.0,55.0,16.0,T,99.0,12750.0,6.0,5.0
2569,Hankook,Winter i Pike RS2 W429,225.0,60.0,16.0,T,102.0,8510.0,6.0,5.0
2570,Hankook,DynaPro i*cept X RW10,225.0,55.0,19.0,T,99.0,18140.0,6.0,5.0
2571,Hankook,DynaPro i*cept X RW10,235.0,55.0,18.0,T,100.0,15280.0,6.0,5.0
2572,Hankook,DynaPro i*cept X RW10,215.0,70.0,16.0,T,100.0,12370.0,6.0,5.0
2573,Hankook,Winter i cept evo3 W330A,235.0,50.0,19.0,V,103.0,21020.0,6.0,2.0
2574,Michelin,Pilot Alpin 4,275.0,30.0,20.0,V,97.0,41090.0,19.0,2.0
2575,Michelin,Pilot Alpin 4,275.0,35.0,19.0,W,100.0,31440.0,19.0,6.0
2576,Michelin,Pilot Alpin 4,285.0,40.0,19.0,V,103.0,33150.0,19.0,2.0
2577,Michelin,X-Ice North 3,285.0,40.0,19.0,H,107.0,19470.0,19.0,0.0
2578,Michelin,X-Ice North 4,245.0,40.0,20.0,T,99.0,26010.0,19.0,5.0
2579,Michelin,X-Ice North 4,255.0,35.0,20.0,H,97.0,26960.0,19.0,0.0
2580,Nokian,Tyres Hakkapeliitta 9,275.0,40.0,18.0,T,103.0,32960.0,23.0,5.0
2581,Nokian,Tyres Hakkapeliitta 10p,175.0,65.0,14.0,T,86.0,7980.0,23.0,5.0
2582,Nokian,Tyres Nordman 8,225.0,40.0,18.0,T,92.0,15160.0,23.0,5.0
2583,Nokian,Tyres Hakkapeliitta 10p,225.0,45.0,17.0,T,94.0,19960.0,23.0,5.0
2584,Nokian,Tyres Hakkapeliitta 10p,225.0,50.0,18.0,T,99.0,23629.0,23.0,5.0
2585,Nokian,Tyres Nordman 8,225.0,55.0,16.0,T,99.0,11880.0,23.0,5.0
2586,Nokian,Tyres Nordman 8 SUV,225.0,55.0,18.0,T,102.0,17088.0,23.0,5.0
2587,Nokian,Tyres Nordman 8,245.0,45.0,17.0,T,99.0,16100.0,23.0,5.0
2588,Nokian,Tyres Hakkapeliitta 10p,235.0,50.0,17.0,T,100.0,24705.0,23.0,5.0
2589,Nokian,Tyres Hakkapeliitta 10 EV,255.0,50.0,20.0,T,109.0,29130.0,23.0,5.0
2590,Nokian,Tyres Hakkapeliitta R5 SUV,275.0,50.0,21.0,R,113.0,29549.0,23.0,8.0
2591,Nokian,Tyres Hakkapeliitta CR4,185.0,65.0,15.0,R,97.0,7440.0,23.0,8.0
2592,Nokian,Tyres Hakkapeliitta CR3,205.0,65.0,16.0,R,107.0,7670.0,23.0,8.0
2593,Nokian,Tyres Nordman RS2 SUV,235.0,75.0,15.0,R,105.0,11675.0,23.0,8.0
2594,Nokian,Tyres Nordman RS2 SUV,235.0,70.0,16.0,R,106.0,11040.0,23.0,8.0
2595,Nokian,Tyres Nordman RS2,185.0,70.0,14.0,R,92.0,5351.0,23.0,8.0
2596,Nokian,Tyres Hakkapeliitta LT3,275.0,65.0,18.0,Q,123.0,23060.0,23.0,9.0
2597,Nokian,Tyres Hakkapeliitta 9 SUV,235.0,60.0,18.0,T,107.0,18320.0,23.0,5.0
2598,Nokian,Tyres Hakkapeliitta 9 SUV,275.0,65.0,18.0,T,116.0,22211.0,23.0,5.0
2599,Nokian,Tyres Hakkapeliitta 9 SUV,245.0,70.0,17.0,T,110.0,20317.0,23.0,5.0
2600,Nokian,Tyres Hakkapeliitta R3,225.0,50.0,17.0,R,98.0,12290.0,23.0,8.0
2601,Nokian,Tyres Hakkapeliitta R3,225.0,45.0,17.0,T,94.0,15629.0,23.0,5.0
2602,Nokian,Tyres Hakkapeliitta R3,245.0,50.0,18.0,R,104.0,19261.0,23.0,8.0
2603,Nokian,Tyres Hakkapeliitta R 3 SUV,265.0,50.0,19.0,R,110.0,16280.0,23.0,8.0
2604,Nokian,Tyres Hakkapeliitta R 3 SUV,215.0,55.0,18.0,R,99.0,15140.0,23.0,8.0
2605,Nokian,Tyres Hakkapeliitta R 3 SUV,225.0,55.0,18.0,R,102.0,14976.0,23.0,8.0
2606,Nokian,Tyres Hakkapeliitta R 3 SUV,245.0,60.0,18.0,R,109.0,17792.0,23.0,8.0
2607,Nokian,Tyres Hakkapeliitta R 3 SUV,235.0,50.0,19.0,R,103.0,17520.0,23.0,8.0
2608,Nokian,Tyres Hakkapeliitta 9,255.0,35.0,20.0,T,97.0,26960.0,23.0,5.0
2609,Nokian,Tyres Hakkapeliitta 9,265.0,35.0,18.0,T,97.0,20080.0,23.0,5.0
2610,Nokian,Tyres Hakkapeliitta 9,225.0,55.0,16.0,T,99.0,13770.0,23.0,5.0
2611,Nokian,Tyres Nordman 7,235.0,45.0,17.0,T,97.0,12310.0,23.0,5.0
2612,Nokian,Tyres Nordman 7,225.0,55.0,16.0,T,99.0,10340.0,23.0,5.0
2613,Nokian,Tyres Nordman 7 SUV,255.0,60.0,17.0,T,110.0,15340.0,23.0,5.0
2614,Michelin,Agilis X-Ice North,205.0,65.0,16.0,R,107.0,15650.0,19.0,8.0
2615,Michelin,Latitude X-Ice XI2,235.0,65.0,17.0,T,108.0,14080.0,19.0,5.0
2616,Pirelli,Scorpion Winter,255.0,60.0,18.0,H,112.0,18200.0,29.0,0.0
2617,Pirelli,Scorpion Winter,285.0,45.0,19.0,V,111.0,25560.0,29.0,2.0
2618,Pirelli,Scorpion Winter,265.0,45.0,20.0,V,108.0,39440.0,29.0,2.0
2619,Pirelli,Scorpion Winter,275.0,45.0,21.0,V,110.0,42040.0,29.0,2.0
2620,Pirelli,Scorpion Winter,235.0,60.0,17.0,H,106.0,19390.0,29.0,0.0
2621,Pirelli,Scorpion Winter,255.0,50.0,20.0,V,109.0,24610.0,29.0,2.0
2622,Pirelli,Scorpion Winter,275.0,45.0,21.0,V,107.0,39860.0,29.0,2.0
2623,Pirelli,Scorpion Winter,265.0,65.0,17.0,H,112.0,19350.0,29.0,0.0
2624,Pirelli,Scorpion Winter,285.0,40.0,21.0,V,109.0,49830.0,29.0,2.0
2625,Pirelli,Scorpion Winter,255.0,50.0,19.0,V,107.0,30850.0,29.0,2.0
2626,Pirelli,Scorpion Winter,285.0,45.0,20.0,V,112.0,39660.0,29.0,2.0
2627,Pirelli,Scorpion Winter,235.0,50.0,18.0,V,101.0,21940.0,29.0,2.0
2628,Pirelli,Scorpion Winter,255.0,55.0,19.0,V,111.0,31350.0,29.0,2.0
2629,Pirelli,Scorpion Winter,235.0,55.0,19.0,H,105.0,19400.0,29.0,0.0
2630,Pirelli,Scorpion Winter,255.0,55.0,19.0,V,111.0,35520.0,29.0,2.0
2631,Pirelli,Scorpion Winter,265.0,40.0,22.0,W,106.0,56000.0,29.0,6.0
2632,Pirelli,Scorpion Winter,235.0,65.0,18.0,H,110.0,18700.0,29.0,0.0
2633,Michelin,X-Ice Snow,225.0,50.0,18.0,H,99.0,18810.0,19.0,0.0
2634,Michelin,Pilot Alpin 5 SUV,275.0,50.0,19.0,V,112.0,34140.0,19.0,2.0
2635,Michelin,Pilot Alpin 5 SUV Run Flat,225.0,60.0,18.0,H,104.0,23320.0,19.0,0.0
2636,Michelin,Pilot Alpin 5,255.0,40.0,19.0,V,100.0,25520.0,19.0,2.0
2637,Michelin,X-Ice 3 Run Flat,225.0,50.0,18.0,H,95.0,20110.0,19.0,0.0
